Training Epoch --- Training Accuracy --- Validation Accuracy --- Validation Loss
1	0.515	0.538	6.306
2	0.528	0.544	4.282
3	0.543	0.560	3.551
4	0.560	0.567	2.983
5	0.577	0.590	2.519
6	0.594	0.598	2.155
7	0.611	0.615	1.870
8	0.625	0.623	1.648
9	0.640	0.631	1.471
10	0.651	0.642	1.330
11	0.661	0.651	1.209
12	0.670	0.658	1.111
13	0.680	0.666	1.029
14	0.688	0.667	0.964
15	0.695	0.675	0.912
16	0.703	0.678	0.868
17	0.710	0.685	0.833
18	0.716	0.692	0.806
19	0.721	0.698	0.785
20	0.725	0.699	0.769
21	0.727	0.697	0.757
22	0.730	0.704	0.748
23	0.734	0.705	0.740
24	0.736	0.701	0.734
25	0.737	0.700	0.730
26	0.738	0.704	0.728
27	0.740	0.706	0.726
28	0.740	0.706	0.725
29	0.741	0.707	0.724
30	0.740	0.706	0.723
31	0.740	0.706	0.722
32	0.740	0.706	0.721
33	0.739	0.706	0.721
34	0.740	0.703	0.721
35	0.740	0.704	0.720
